ts,event_type,user_id,date_from,date_to,origin,destination,num_adults,num_children
2017-04-30 04:01:44,search,695eaf,2017-05-02,2017-05-03,BER,IST,1,0
2017-04-29 21:01:52,search,73dad7,2017-07-06,2017-07-09,CGN,BER,2,0
2017-04-29 14:17:08,search,c3f382,2017-05-02,2017-05-06,LIS,PAR,1,0
2017-04-27 15:56:18,search,1a281d,2017-08-17,2017-09-07,PAR,CMN,1,0
2017-04-28 00:15:24,search,e31200,2017-09-14,2017-10-12,FRA,BKK,3,1
2017-04-27 11:31:40,search,6e57ab,2017-10-19,2017-10-26,HAM,MUC,2,0
2017-04-27 17:08:57,search,1a9909,2017-06-28,2017-06-28,STR,TXL,2,0
2017-04-27 14:54:26,search,135181,2017-08-11,2017-08-25,FRA,TYO,1,0
2017-04-28 15:20:12,search,a3262a,2017-08-04,2017-08-16,MUC,DME,2,0
2017-04-28 13:47:18,book,c96857,2017-05-08,2017-05-12,HAM,MXP,2,0
2017-04-29 00:38:55,search,17598e,2017-05-07,2017-05-10,SEL,CJU,2,0
2017-04-28 13:15:50,search,56832d,2017-09-14,2017-10-26,MUC,DME,1,2
2017-04-28 14:23:28,search,5f431f,2017-05-15,2017-05-15,DUS,PRG,1,0
2017-04-28 16:04:45,search,345569,2017-08-22,2017-08-22,HAM,PMI,1,0
2017-04-29 00:23:55,search,ee34fb,2018-01-23,2018-02-09,BRU,CUN,1,0
2017-04-28 10:52:55,search,2e1fbc,2017-06-05,2017-06-19,MUC,MNL,1,0
2017-04-28 19:10:41,search,8cc9bc,2017-06-16,2017-06-22,FRA,SGN,1,0
2017-05-01 20:50:04,search,c3968c,2017-08-30,2017-08-30,JFK,AMS,1,0
2017-05-01 16:32:20,book,e4679e,2017-07-03,2017-07-11,HAM,LON,1,0
2017-05-01 20:10:44,book,16740a,2017-05-03,2017-05-17,DUS,IST,1,0
2017-05-01 16:43:08,search,165943,2017-05-24,2017-05-31,FRA,DXB,3,0
2017-05-01 14:18:53,search,fd6d18,2017-11-25,2017-12-04,FRA,NYC,2,0
2017-05-02 01:59:46,search,4bfdea,2017-07-17,2017-07-21,HAM,VIE,2,0
2017-05-02 00:52:38,search,89ceb5,2017-05-12,2017-05-14,TXL,FRA,1,0
2017-05-01 17:58:21,search,75b0cf,2017-07-19,2017-07-22,PAR,BCN,2,0
2017-05-01 18:01:26,book,5a4e8b,2017-06-03,2017-06-07,FRA,OPO,1,0
2017-05-01 18:26:42,search,c99b45,2017-06-28,2017-07-18,FRA,BKK,2,0
2017-05-02 01:29:16,search,7b304a,2017-05-31,2017-06-03,DUS,TXL,1,0
2017-05-02 01:32:24,search,5d44ec,2017-06-03,2017-06-03,TXL,DUS,1,0
2017-05-01 17:28:24,search,7cf596,2017-05-09,2017-05-11,HAM,BUD,1,0
2017-04-23 18:32:51,book,e7337d,2017-05-03,2017-05-08,HAM,LPA,2,0
2017-04-23 13:05:27,book,8d8cc4,2017-10-05,2017-10-05,STR,HAM,1,0
2017-04-23 21:21:05,search,2e7146,2017-06-22,2017-07-02,HAM,ALA,1,0
2017-04-23 20:46:14,search,2f0b9b,2017-05-04,2017-06-19,PAR,ORY,1,0
2017-04-23 21:09:25,search,1f7d2c,2017-05-01,2017-05-07,FRA,NBO,1,0
2017-04-24 01:49:24,search,1115b9,2017-09-17,2017-10-12,PAR,ALG,2,1
2017-04-24 02:27:55,search,d0e887,2017-05-26,2017-05-26,BCN,DUS,1,0
2017-04-23 18:23:16,search,7c8c50,2018-01-29,2018-02-28,HAM,MEX,1,0
2017-04-23 20:57:31,search,9b4c3d,2017-08-26,2017-08-26,ORL,DUS,2,0
2017-04-23 21:00:14,search,9b4c3d,2017-08-26,2017-08-26,ORL,DUS,2,0
2017-04-23 12:23:48,search,890f0a,2017-06-20,2017-06-23,WAW,FRA,2,0
2017-04-23 20:40:40,search,fdb61d,2017-10-15,2017-11-27,FRA,ICN,1,0
2017-04-23 22:48:21,search,95a3cb,2017-05-16,2017-05-20,CGN,ALC,1,0
2017-04-23 23:13:30,search,1c1df1,2017-07-18,2017-07-21,FRA,BER,4,0
2017-04-23 20:58:15,search,7f19d4,2017-05-06,2017-05-15,HAM,ATH,2,0
2017-04-23 10:39:39,search,cb03ea,2018-04-17,2018-04-17,HAM,MOW,2,0
2017-04-25 17:31:05,search,00ed68,2017-05-19,2017-06-23,CGN,CAI,1,0
2017-04-25 23:13:02,search,9d7a96,2017-05-21,2017-05-21,STR,HAM,1,0
2017-04-25 12:08:37,book,65f369,2017-09-16,2017-10-12,BER,MNL,1,0
2017-04-25 20:11:04,search,c98438,2017-07-21,2017-08-05,FRA,LPA,2,0
2017-04-25 19:17:45,search,74d542,2018-02-20,2018-02-20,HKT,TXL,4,0
2017-04-25 20:57:18,search,0f4613,2017-05-11,2017-05-25,BER,BKK,1,0
2017-04-25 12:00:55,search,eb8a0b,2017-05-18,2017-05-26,ORY,LIS,1,0
2017-04-26 00:10:57,search,c0231c,2017-06-27,2017-06-30,CGN,ZRH,2,0
2017-04-25 18:30:31,search,240855,2017-06-27,2017-07-04,BER,NYC,2,0
2017-04-25 22:18:21,search,2d1764,2017-05-16,2017-05-19,MUC,HAM,1,0
2017-05-01 23:36:20,book,1a97e3,2017-07-04,2017-07-17,FRA,SEL,2,0
2017-05-02 02:18:15,book,4bfdea,2017-07-17,2017-07-21,HAM,VIE,2,0
2017-05-01 19:14:50,book,abd795,2017-07-04,2017-07-04,HAM,OPO,1,0
2017-05-01 23:06:32,search,694091,2017-05-06,2017-05-12,DUS,BCN,2,0
2017-05-02 00:23:16,search,f86d28,2017-05-04,2017-05-12,PAR,ALG,1,0
2017-05-01 12:37:45,search,337308,2017-05-02,2017-05-02,BUD,FRA,2,0
2017-05-01 15:47:12,search,19b175,2017-07-27,2017-07-27,VIE,CGN,1,0
2017-05-02 02:01:08,search,3a5b59,2017-08-02,2017-08-16,STR,ARN,2,1
2017-05-02 00:41:51,search,1eaf07,2017-05-17,2017-05-21,SGN,HAN,2,0
2017-05-01 22:20:44,search,035e1e,2017-05-04,2017-05-11,PAR,LIS,1,0
2017-05-01 17:56:55,search,2ae6db,2017-05-04,2017-05-11,DUS,IST,1,0
2017-05-01 18:41:05,search,28ae92,2017-06-08,2017-06-15,TLS,TYO,1,0
2017-04-29 17:01:14,search,c723a3,2017-05-02,2017-05-02,PAR,NCE,2,0
2017-04-30 01:20:29,search,9284a2,2017-08-06,2017-08-13,HAM,PMI,2,1
2017-04-29 22:06:38,search,57da52,2017-08-02,2017-08-04,GVA,BCN,2,0
2017-04-27 18:18:23,search,f8a894,2017-05-29,2017-05-29,NCE,LYS,1,0
2017-04-27 23:01:30,search,f8a894,2017-05-29,2017-05-29,NCE,LYS,1,0
2017-04-28 00:19:32,search,e31200,2017-09-13,2017-10-10,FRA,BKK,3,1
2017-04-27 12:46:34,search,232b3e,2017-04-28,2017-05-01,NYC,DUS,1,0
2017-04-28 00:02:13,search,e31200,2017-09-13,2017-10-12,FRA,BKK,3,1
2017-04-27 18:36:21,search,38b6c5,2017-05-16,2017-05-19,TXL,CGN,1,0
2017-04-26 02:23:37,search,beb74a,2017-09-16,2017-09-30,BER,SIN,4,1
2017-04-25 13:21:37,search,b2d14d,2017-05-03,2017-05-05,DUS,BER,2,0
2017-04-28 12:58:55,search,0ae65c,2017-05-18,2017-05-24,CGN,EDI,1,0
2017-04-28 23:40:44,search,b1fa67,2017-05-28,2017-06-12,PAR,HKT,5,0
2017-04-28 16:26:06,book,464280,2017-05-14,2017-05-29,DUS,ADB,1,0
2017-04-28 17:42:49,search,078dff,2017-06-07,2017-06-11,TXL,PMI,1,0
2017-04-28 21:21:16,search,6ca48a,2017-04-30,2017-05-14,DUS,FCO,1,0
2017-04-28 17:05:23,search,6a5af0,2017-05-17,2017-05-17,TXL,PMI,1,0
2017-04-28 17:06:00,search,39e24a,2017-07-06,2017-07-14,ORY,AGP,2,0
2017-04-23 23:59:43,search,3bd389,2017-09-07,2017-09-10,STR,CPH,2,0
2017-04-23 16:28:33,search,5eaf8e,2017-05-10,2017-05-14,FRA,STN,2,0
2017-04-23 20:03:32,search,b6b3c7,2017-06-09,2017-06-14,SIN,BKK,1,0
2017-04-23 22:31:39,search,fa4174,2017-05-17,2017-05-20,BER,MAD,1,0
2017-04-23 11:52:24,search,92efc0,2017-08-07,2017-08-08,BER,FRA,2,0
2017-04-24 02:14:41,search,6e50b3,2017-05-08,2017-05-22,BKK,FRA,1,0
2017-04-23 22:18:39,search,95bd73,2017-05-27,2017-06-03,MUC,PMI,2,0
2017-04-23 17:10:59,search,065d43,2017-06-20,2017-07-13,DUS,THR,1,0
2017-04-23 21:38:56,search,6ba6b0,2017-06-08,2017-06-15,MUC,LPA,1,0
2017-04-23 21:58:07,search,b8ad25,2017-05-18,2017-05-22,STR,BCN,4,0
2017-05-02 01:34:01,search,28741b,2017-07-07,2017-07-13,DUS,ATH,2,0
2017-05-01 20:10:40,search,066033,2017-06-21,2017-06-23,STR,BER,2,0
2017-05-01 12:56:53,search,873ab8,2017-05-25,2017-05-26,PAR,TLS,1,0
2017-05-01 12:53:11,search,18f9cb,2017-05-05,2017-05-24,STR,MOW,1,0
2017-05-02 01:24:06,search,32e4fc,2017-06-03,2017-06-07,HAM,DUB,2,0
2017-04-30 19:11:15,search,e08e9f,2017-06-15,2017-06-29,SXF,VCE,1,0
2017-04-30 19:13:23,search,9d7a96,2017-09-02,2017-09-12,STR,VCE,2,0
2017-04-30 20:22:18,search,febf52,2017-10-13,2017-10-16,CGN,PRG,2,0
2017-04-30 22:54:17,search,0d54c6,2017-09-07,2017-09-14,BER,ROM,4,0
2017-05-01 01:59:00,search,f3e4c5,2017-05-15,2017-05-19,HAM,BCN,1,0
2017-04-30 13:07:43,search,159a8b,2017-05-09,2017-05-12,MUC,BER,2,0
2017-04-30 16:45:24,search,457f56,2017-05-12,2017-05-13,BER,STR,1,0
2017-04-30 15:19:45,search,92158d,2017-05-04,2017-05-04,BER,LHR,1,0
2017-04-30 14:06:13,search,f0adc6,2017-06-07,2017-06-10,BKK,HAN,2,0
2017-05-01 19:47:54,book,616a73,2017-07-01,2017-07-13,DUS,ESB,2,0
2017-05-01 19:54:08,search,16740a,2017-05-03,2017-05-17,DUS,IST,1,0
2017-05-02 01:05:08,search,d56a28,2017-05-05,2017-05-05,FRA,STO,1,0
2017-05-01 15:51:59,search,5a6fc2,2017-05-02,2017-05-05,BER,MIL,1,0
2017-05-02 01:53:32,search,4191c8,2017-08-02,2017-08-04,PAR,ROM,2,2
2017-04-29 22:27:31,search,662a1a,2017-09-21,2017-10-05,BUH,MUC,1,0
2017-04-29 15:47:16,search,f6cab5,2017-07-08,2017-07-25,CGN,LAS,2,0
2017-04-29 14:51:55,search,dfab9d,2017-04-30,2017-04-30,MUC,DUS,1,0
2017-04-29 05:38:39,book,c08fef,2017-04-30,2017-04-30,MAD,MIL,1,0
2017-04-29 22:08:23,search,57da52,2017-08-02,2017-08-04,LYS,BCN,2,0
2017-04-29 23:03:18,search,0dac26,2017-05-22,2017-05-22,BER,SCL,1,0
2017-04-29 23:41:46,search,3a2dc7,2017-05-28,2017-05-28,STR,BER,3,0
2017-04-24 14:34:35,book,92d3f4,2017-04-25,2017-04-25,HAM,MAN,1,0
2017-04-24 12:22:58,search,a81390,2017-05-23,2017-05-23,HAM,ATH,1,0
2017-04-24 15:25:39,search,bf16cf,2017-08-20,2017-09-06,LIS,HAM,1,0
2017-04-25 01:57:00,search,77549b,2017-05-18,2017-05-24,BER,LON,1,0
2017-04-24 15:52:31,search,0afd79,2017-07-12,2017-07-16,BNE,NAN,1,0
2017-04-24 16:47:15,book,bf16cf,2017-08-19,2017-09-06,LIS,HAM,2,0
2017-04-24 21:36:04,search,7256b5,2017-05-21,2017-05-25,BER,ROM,5,0
2017-04-24 12:51:07,search,a8e7a9,2017-06-14,2017-06-17,BER,PAR,1,1
2017-04-24 22:49:32,search,d41501,2017-08-16,2017-09-10,FRA,CAI,4,0
2017-04-24 12:07:57,search,9c67a1,2017-09-05,2017-09-05,MUC,EDI,2,0
2017-04-24 17:30:50,search,f10c52,2017-11-16,2017-11-16,DEN,HAM,1,0
2017-04-24 17:13:46,search,f10311,2017-10-01,2017-10-12,PAR,TCI,1,0
2017-04-29 15:24:56,book,0166cf,2017-07-06,2017-07-15,MUC,PMI,1,0
2017-04-29 14:22:56,book,36d8a6,2017-05-10,2017-05-10,HAM,LHR,1,0
2017-04-29 13:53:47,book,b55149,2017-05-16,2017-05-16,PAR,OPO,1,0
2017-04-29 14:55:03,search,c3f382,2017-05-02,2017-05-06,LIS,PAR,1,0
2017-04-29 12:41:32,search,60af7f,2017-05-03,2017-05-03,ORY,MAD,3,0
2017-04-29 12:15:12,search,7a7dba,2017-06-27,2017-06-30,TLS,ORY,2,1
2017-04-29 21:49:45,search,b11e4e,2017-07-11,2017-07-15,TLS,GVA,1,0
2017-04-28 03:52:56,search,be3180,2017-05-08,2017-05-11,BER,OSL,1,0
2017-04-27 15:38:56,search,e8d822,2017-09-13,2017-09-16,HAM,PMI,2,0
2017-04-27 20:58:37,search,a5e860,2017-06-29,2017-07-03,HAM,BCN,2,0
2017-04-28 01:47:14,search,86ba96,2017-05-24,2017-05-28,FRA,ATH,2,0
2017-04-27 12:31:37,book,3b09c7,2017-06-01,2017-06-15,PAR,DUB,2,1
2017-04-27 22:35:17,search,cbb7a3,2017-08-12,2017-08-30,FRA,SFO,1,0
2017-04-27 22:25:40,search,079cbb,2017-05-15,2017-05-19,DUS,LON,2,0
2017-04-29 03:15:05,search,f863d2,2017-07-05,2017-07-08,FRA,VIE,2,0
2017-04-28 20:56:55,book,edf721,2017-09-03,2017-09-08,MRS,LON,3,0
2017-04-28 12:23:33,search,88d1e0,2017-07-26,2017-07-26,YYC,YVR,1,0
2017-04-28 17:03:18,search,2effe3,2017-10-21,2017-11-08,MRS,BKK,2,0
2017-04-28 20:53:32,search,f6d946,2017-07-07,2017-07-14,TXL,LIS,2,0
2017-04-28 16:11:09,search,b1b2fe,2017-05-23,2017-05-26,MUC,STN,2,0
2017-04-28 19:50:00,search,fc69c9,2017-11-14,2017-11-30,FRA,NYC,2,2
2017-04-28 20:58:39,book,f6d946,2017-07-07,2017-07-14,TXL,LIS,2,0
2017-04-28 20:09:15,search,8ee688,2017-08-23,2017-08-23,JFK,MIA,2,0
2017-04-28 18:43:56,search,d90a36,2017-11-03,2017-11-03,STR,AKL,1,0
2017-04-28 20:22:07,search,5d44ec,2017-05-10,2017-05-10,TXL,DUS,1,0
2017-04-28 08:03:29,search,00ed68,2017-05-19,2017-06-16,DUS,CAI,1,0
2017-04-24 22:02:41,search,400f55,2017-06-20,2017-06-23,ZRH,TXL,1,0
2017-04-24 13:58:33,search,5c4059,2017-07-17,2017-07-24,HAM,PMI,1,0
2017-04-25 01:17:59,search,dd3d86,2017-07-26,2017-07-29,HAM,OSL,7,0
2017-04-25 01:17:59,search,dd3d86,2017-07-26,2017-07-29,HAM,OSL,7,0
2017-04-25 00:21:50,search,688bf9,2017-08-09,2017-09-20,FRA,AYT,2,1
2017-04-25 01:17:34,search,0aa577,2017-05-31,2017-06-02,DUS,LON,1,0
2017-05-01 23:54:23,book,96cad5,2017-06-11,2017-06-19,NCE,PAR,1,0
2017-05-01 12:04:27,search,e3bb47,2017-05-03,2017-05-03,DUS,BCN,1,0
2017-05-01 13:10:38,search,e3bb47,2017-07-09,2017-07-09,BCN,DUS,1,0
2017-05-01 18:12:47,search,127314,2017-06-23,2017-06-27,NCE,ATH,1,0
2017-04-28 16:06:56,search,464280,2017-05-14,2017-05-29,DUS,ADB,1,0
2017-04-28 21:04:52,search,7a51b8,2017-06-24,2017-06-24,STR,VCE,2,0
2017-04-28 12:38:41,search,bd7282,2017-05-30,2017-06-09,CGN,MCT,1,0
2017-04-28 20:49:27,book,790eb2,2017-05-04,2017-05-25,ORY,ALG,1,0
2017-04-28 23:16:24,search,c4d396,2017-08-02,2017-08-02,DUS,YVR,1,0
2017-04-30 22:45:43,search,bf8581,2017-06-05,2017-06-07,PAR,ROM,1,0
2017-05-01 00:42:12,search,2475d4,2017-07-11,2017-07-21,STR,NYC,1,0
2017-04-30 20:38:08,search,4f6d85,2017-05-10,2017-05-12,BER,CDG,2,0
2017-04-30 15:16:19,search,8dd672,2017-05-04,2017-05-05,FRA,BER,1,0
2017-04-30 13:16:18,search,16740a,2017-05-02,2017-05-17,DUS,IST,1,0
2017-04-30 13:15:12,search,897660,2017-05-29,2017-06-06,MNL,BKK,1,0
2017-04-30 21:47:14,search,662c1c,2017-05-24,2017-05-28,BER,LON,2,0
2017-04-30 17:34:31,search,806046,2017-05-09,2017-05-12,BER,IST,5,0
2017-04-30 16:45:24,search,457f56,2017-05-12,2017-05-13,BER,STR,1,0
2017-04-28 12:39:03,book,dfafee,2017-05-15,2017-05-15,FRA,DEL,1,0
2017-04-28 19:39:17,book,245bdd,2017-05-04,2017-05-04,MUC,MEL,1,0
2017-04-28 19:38:55,book,5424d3,2017-08-04,2017-08-10,CGN,LIS,2,0
2017-04-28 23:02:03,book,644b32,2017-06-14,2017-06-16,MUC,TXL,2,0
2017-04-29 00:20:07,search,993a39,2017-07-18,2017-07-23,FRA,LAS,2,0
2017-04-28 08:21:01,search,0debc8,2017-05-17,2017-05-26,MUC,PMI,8,0
2017-04-28 23:35:09,search,bad868,2017-05-17,2017-05-24,BER,AMS,2,0
2017-04-29 01:40:57,search,a70196,2017-07-17,2017-07-21,MUC,CPH,2,0
2017-04-28 17:14:27,search,39e24a,2017-07-07,2017-07-14,ORY,AGP,2,0
2017-04-28 05:13:34,search,784e9a,2017-04-28,2017-04-29,DUS,BER,1,0
2017-04-27 20:02:00,search,8ceb8f,2017-05-15,2017-05-18,CGN,BCN,3,1
2017-04-27 22:36:21,search,74cc31,2017-06-14,2017-06-18,BER,FCO,5,0
2017-04-27 17:50:40,search,cfa9d7,2017-05-16,2017-05-20,DUS,THR,1,0
2017-04-28 22:11:11,search,f7fdaa,2017-09-24,2017-10-03,CHI,MSP,1,0
2017-04-28 17:29:42,search,be5665,2017-06-22,2017-06-29,MUC,SAW,3,0
2017-04-28 19:44:31,book,fcceb0,2017-05-15,2017-05-21,BER,OSL,1,0
2017-04-28 16:51:14,book,040016,2017-05-15,2017-05-22,STR,HAM,1,0
2017-04-28 19:50:10,book,6163e4,2017-05-22,2017-05-30,NCE,OSA,1,0
2017-04-28 21:26:55,search,33d1da,2017-11-04,2017-11-18,FRA,BUE,2,0
2017-04-28 21:35:15,search,6990e0,2017-08-09,2017-10-05,HAN,PAR,1,0
2017-04-28 18:42:05,search,6163e4,2017-05-07,2017-05-16,NCE,OSA,1,0
2017-04-28 16:13:08,search,e55f88,2017-05-16,2017-05-19,HAM,MAD,1,0
2017-04-28 14:25:46,search,011d58,2017-04-28,2017-04-28,BER,FRA,1,0
2017-04-30 22:55:42,book,f92525,2017-05-15,2017-05-20,DUS,VIE,1,0
2017-04-30 19:34:43,search,e7c086,2017-07-18,2017-07-22,CGN,BER,2,0
2017-04-30 17:04:46,book,457f56,2017-05-12,2017-05-13,BER,STR,1,0
2017-04-30 14:06:09,search,97d965,2017-08-16,2017-09-15,CDG,KUL,4,0
2017-04-30 16:33:54,search,81297a,2017-06-02,2017-06-06,CGN,BER,1,0
2017-04-30 23:16:04,search,e05b4f,2017-07-21,2017-07-28,SXF,BUD,2,0
2017-04-30 09:18:31,search,cbf2c3,2018-02-04,2018-02-20,FRA,SIN,4,0
2017-04-30 20:24:17,search,7b0537,2017-05-16,2017-05-20,PAR,PRG,1,0
2017-04-30 01:10:17,search,55c39f,2017-06-08,2017-06-23,PAR,SHA,1,0
2017-04-29 12:46:00,search,662a1a,2017-07-13,2017-07-28,BUH,MUC,1,0
2017-04-29 18:19:36,search,bb767e,2017-05-03,2017-05-05,ORY,LIS,1,0
2017-04-29 23:50:12,book,5639d4,2017-05-11,2017-05-11,GVA,BER,1,0
2017-04-29 19:59:49,book,c723a3,2017-05-02,2017-05-02,PAR,NCE,2,0
2017-04-29 19:51:25,search,993a39,2017-07-18,2017-07-23,FRA,LAS,2,0
2017-04-29 17:19:26,search,723203,2017-08-24,2017-08-28,VIE,LIS,3,0
2017-04-29 23:31:07,search,5639d4,2017-05-11,2017-05-11,GVA,BER,1,0
2017-04-29 23:48:00,search,402eb4,2017-05-12,2017-05-14,PAR,BER,2,0
2017-04-29 16:58:07,search,3ed1da,2017-05-14,2017-05-18,BER,STR,1,2
2017-04-30 01:07:20,search,83dfbe,2017-06-05,2017-06-10,DUS,IST,1,0
2017-04-29 14:15:26,search,0c389c,2017-05-10,2017-05-10,MEL,ADL,1,0
2017-04-29 23:53:19,search,361044,2017-04-30,2017-04-30,AYT,PAR,2,0
2017-04-30 01:04:17,search,83dfbe,2017-06-05,2017-06-10,DUS,IST,1,0
2017-04-29 10:00:59,search,cdbf38,2017-08-05,2017-08-26,IST,STR,2,0
2017-04-29 16:30:07,book,b70fed,2017-10-03,2017-10-03,DUS,SAW,3,0
2017-04-29 13:57:07,search,895634,2017-07-13,2017-08-04,FRA,BKK,1,0
2017-04-29 18:50:32,search,6f8d45,2017-10-30,2017-11-08,HAM,NBO,2,2
2017-04-29 11:48:55,search,75c27c,2017-05-31,2017-06-04,MUC,BCN,1,0
2017-04-30 03:59:12,search,695eaf,2017-05-03,2017-05-04,BER,IST,1,0
2017-04-30 01:52:21,search,bb6f08,2017-05-04,2017-05-25,ZRH,BKK,3,1
2017-04-29 18:47:47,search,ac8cca,2017-06-29,2017-07-02,DUS,PMI,3,0
2017-04-29 22:49:25,search,3c15da,2017-06-11,2017-06-12,FRA,LON,2,0
2017-04-30 02:40:43,search,13005d,2017-05-18,2017-05-19,BER,STR,1,0
2017-04-30 00:55:45,search,b1e0c4,2017-05-22,2017-05-23,MUC,AMS,1,0
2017-04-30 00:25:54,book,08170a,2017-05-15,2017-05-15,MUC,ROM,1,0
2017-04-29 16:18:53,book,7f416e,2017-06-28,2017-06-30,DUS,CPH,6,0
2017-04-29 17:56:36,search,79f0b9,2018-01-06,2018-01-06,KTM,BKK,1,0
2017-04-29 14:38:41,search,eec403,2017-05-03,2017-05-06,HAM,LON,1,0
2017-04-30 00:19:47,search,eabbf3,2017-09-20,2017-10-03,PAR,ATH,4,1
2017-04-29 17:30:19,search,58dd6c,2017-06-15,2017-06-22,HAM,IST,2,0
2017-04-29 13:08:56,search,0dac26,2017-05-20,2017-05-24,BER,LON,3,0
2017-04-27 21:29:19,search,bbed42,2017-05-26,2017-05-26,PAR,BER,1,0
2017-04-27 17:44:15,book,0d9c04,2017-06-06,2017-06-11,CGN,GLA,2,0
2017-04-28 02:45:42,search,53ab9c,2017-05-11,2017-05-15,BER,NYC,1,0
2017-05-01 11:19:21,search,6ff58c,2017-06-10,2017-06-16,CGN,DUB,2,0
2017-05-02 01:42:22,book,33b508,2017-05-11,2017-05-13,PAR,OPO,5,0
2017-05-01 11:19:04,search,1db2a2,2017-08-16,2017-08-24,HAM,PMI,2,0
2017-05-01 22:44:39,search,c5b13c,2017-05-16,2017-05-20,DUS,MAN,2,0
2017-05-01 19:00:57,search,dbcca8,2017-06-09,2017-06-10,CGN,MAN,2,0
2017-05-01 10:14:10,search,25ded7,2017-06-02,2017-06-05,MRS,PRG,1,0
2017-04-30 01:06:54,search,55c39f,2017-06-08,2017-06-22,PAR,SHA,1,0
2017-04-29 22:56:09,search,536784,2017-05-09,2017-05-11,PAR,NCE,1,0
2017-04-29 14:52:34,search,52fce1,2018-03-14,2018-03-16,HAM,VIE,2,0
2017-04-29 14:34:50,search,9c5292,2017-04-30,2017-04-30,DUS,NCE,1,0
2017-04-29 19:11:15,search,ee3529,2017-05-22,2017-05-24,DUS,BER,2,0
2017-04-29 23:59:05,search,b40b6b,2017-07-19,2017-07-22,STR,BER,2,0
2017-04-29 10:11:35,search,2d6707,2017-09-01,2017-09-01,DUS,OVB,1,0
2017-04-25 20:03:48,search,ca7672,2017-09-19,2017-09-30,CGN,PMI,2,0
2017-04-25 20:55:39,book,660b71,2017-05-02,2017-05-03,MUC,AMS,1,0
2017-04-26 00:06:59,book,2de21a,2017-05-18,2017-05-30,VIE,DUS,1,0
2017-04-25 20:33:24,search,590bb7,2017-09-19,2017-10-09,STR,BKK,1,0
2017-04-25 13:34:34,search,a4aa32,2017-06-22,2017-07-06,BER,ORL,2,0
2017-04-25 22:25:13,search,4234d2,2017-05-10,2017-05-25,VIE,DUS,2,0
2017-04-25 20:42:21,search,08170a,2017-05-15,2017-05-15,MUC,ROM,1,0
2017-04-25 12:00:27,search,65f369,2017-09-16,2017-10-12,BER,MNL,1,0
2017-04-25 07:21:35,search,f617ca,2017-09-06,2017-09-16,STR,AYT,4,0
2017-04-25 19:07:23,search,f38381,2017-05-01,2017-05-02,BER,BCN,1,0
2017-04-25 21:18:14,search,b7d21b,2017-05-09,2017-05-09,VIE,STR,1,0
2017-04-28 14:16:11,search,7aa587,2017-07-29,2017-07-29,BKK,SIN,2,0
2017-04-29 00:53:59,search,306ec0,2017-09-24,2017-10-09,LYS,OPO,2,1
2017-04-28 04:46:36,search,0035d4,2018-02-08,2018-02-20,DUS,AGP,3,1
2017-04-27 22:38:03,search,6600e0,2017-10-05,2017-10-20,FRA,IST,2,0
2017-04-27 21:40:59,search,e40e71,2017-05-13,2017-05-16,MUC,MRS,2,0
2017-04-30 00:42:41,search,5d346b,2017-06-11,2017-06-30,FRA,DPS,1,0
2017-04-30 01:02:01,search,cd83a6,2017-09-18,2017-10-02,PAR,YMQ,1,0
2017-04-30 00:03:43,search,a33f52,2017-05-13,2017-05-17,HAM,LHR,2,0
2017-04-29 15:42:24,search,72d6da,2017-09-21,2017-10-05,FRA,SEA,1,1
2017-04-29 23:43:53,book,5bd305,2017-08-08,2017-08-11,CGN,BER,2,0
2017-04-29 16:00:53,search,82c0c6,2018-03-19,2018-04-05,DUS,BKK,2,0
2017-04-29 12:13:51,search,75c27c,2017-07-12,2017-07-15,PAR,MUC,1,0
2017-04-29 17:27:16,search,3ed1da,2017-05-14,2017-05-18,BER,STR,1,2
2017-04-29 12:46:27,search,7b7a90,2017-05-07,2017-05-10,HAM,ZRH,1,0
2017-04-29 21:08:24,search,917d0c,2017-06-24,2017-06-28,HAM,DUB,1,0
2017-04-29 18:26:37,search,f38381,2017-05-01,2017-05-02,BER,BCN,2,0
2017-04-30 03:24:20,search,983e7a,2017-06-21,2017-06-28,LYS,HEL,4,0
2017-05-01 14:39:40,search,0dd2e4,2017-05-17,2017-05-20,PAR,IST,1,0
2017-05-01 18:09:59,search,657dc3,2017-08-16,2017-08-25,HAM,IST,1,0
2017-05-01 13:55:02,search,e2f43d,2017-05-02,2017-07-30,FRA,SAO,1,0
2017-05-02 02:10:37,book,f6f373,2017-06-05,2017-06-08,LIS,HAM,1,0
2017-05-01 12:58:57,search,5acc84,2017-08-23,2017-08-25,PAR,ROM,2,0
2017-05-01 12:48:12,search,873ab8,2017-05-25,2017-05-26,PAR,TLS,1,0
2017-05-01 12:32:08,search,54173c,2017-07-17,2017-07-21,DUS,MRS,1,0
2017-05-01 13:18:01,search,3ee45a,2017-07-15,2017-07-18,CGN,LON,3,0
2017-04-23 11:55:20,book,92efc0,2017-08-07,2017-08-08,BER,FRA,2,0
2017-04-24 00:17:30,book,98617f,2017-07-04,2017-07-06,STR,VIE,2,0
2017-04-24 00:20:03,book,1780a5,2017-09-23,2017-10-28,TLS,ALG,1,0
2017-04-23 14:45:24,search,222e52,2017-07-26,2017-07-28,DUS,BCN,2,0
2017-04-23 22:31:18,search,3de7d8,2017-08-25,2017-09-13,HAM,AYT,4,1
2017-04-24 02:22:56,search,d0e887,2017-05-24,2017-05-24,DUS,BCN,1,0
